CODE_STATION;NOM_STATION;DATE_RELEVE;EVENEMENT;COTE;COTE_UNITE;VOLUME;VOLUME_UNITE;SURFACE;SURFACE_UNITE;DEBIT_IN;DEBIT_IN_UNITE;DEBIT_OUT;DEBIT_OUT_UNITE;EVAPORATION;EVAPORATION_UNITE;PLUVIOMETRIE;PLUVIOMETRIE_UNITE
34              ;Barrage du Salagou;01/09/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;02/09/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;03/09/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;04/09/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;05/09/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;06/09/76;;139;m NGF;102200000;m3;697;ha;;;;;;;0;mm
34              ;Barrage du Salagou;07/09/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;08/09/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;09/09/76;;;m NGF;;;;;;;;;;;8,6;mm
34              ;Barrage du Salagou;10/09/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;11/09/76;;;m NGF;;;;;;;;;;;68;mm
34              ;Barrage du Salagou;12/09/76;;139,03;m NGF;102410000;m3;697,84;ha;;;;;;;16,6;mm
34              ;Barrage du Salagou;13/09/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;14/09/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;15/09/76;;;m NGF;;;;;;;;;;;6,5;mm
34              ;Barrage du Salagou;16/09/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;17/09/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;18/09/76;;139,04;m NGF;102480000;m3;698,12;ha;;;;;;;0;mm
34              ;Barrage du Salagou;19/09/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;20/09/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;21/09/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;22/09/76;;;m NGF;;;;;;;;;;;1,7;mm
34              ;Barrage du Salagou;23/09/76;;;m NGF;;;;;;;;;;;85;mm
34              ;Barrage du Salagou;24/09/76;;;m NGF;;;;;;;;;;;0,5;mm
34              ;Barrage du Salagou;25/09/76;;139,36;m NGF;104720000;m3;707,08;ha;;;;;;;0;mm
34              ;Barrage du Salagou;26/09/76;;;m NGF;;;;;;;;;;;0,3;mm
34              ;Barrage du Salagou;27/09/76;;;m NGF;;;;;;;;;;;10,1;mm
34              ;Barrage du Salagou;28/09/76;;139,41;m NGF;105070000;m3;708,48;ha;;;;;;;6,1;mm
34              ;Barrage du Salagou;29/09/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;30/09/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;01/10/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;02/10/76;;;m NGF;;;;;;;;;;;14;mm
34              ;Barrage du Salagou;03/10/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;04/10/76;;139,29;m NGF;104230000;m3;705,12;ha;;;;;;;0;mm
34              ;Barrage du Salagou;05/10/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;06/10/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;07/10/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;08/10/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;09/10/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;10/10/76;;;m NGF;;;;;;;;;;;2,4;mm
34              ;Barrage du Salagou;11/10/76;;139,01;m NGF;102270000;m3;697,28;ha;;;;;;;7,3;mm
34              ;Barrage du Salagou;12/10/76;;;m NGF;;;;;;;;;;;0,2;mm
34              ;Barrage du Salagou;13/10/76;;;m NGF;;;;;;;;;;;0,1;mm
34              ;Barrage du Salagou;14/10/76;;;m NGF;;;;;;;;;;;1,7;mm
34              ;Barrage du Salagou;15/10/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;16/10/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;17/10/76;;;m NGF;;;;;;;;;;;5;mm
34              ;Barrage du Salagou;18/10/76;;139,1;m NGF;102900000;m3;699,8;ha;;;;;;;2,3;mm
34              ;Barrage du Salagou;19/10/76;;;m NGF;;;;;;;;;;;1,5;mm
34              ;Barrage du Salagou;20/10/76;;;m NGF;;;;;;;;;;;19;mm
34              ;Barrage du Salagou;21/10/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;22/10/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;23/10/76;;;m NGF;;;;;;;;;;;0,3;mm
34              ;Barrage du Salagou;24/10/76;;;m NGF;;;;;;;;;;;40;mm
34              ;Barrage du Salagou;25/10/76;;;m NGF;;;;;;;;;;;58;mm
34              ;Barrage du Salagou;26/10/76;;139,75;m NGF;107450000;m3;718;ha;;;;;;;11;mm
34              ;Barrage du Salagou;27/10/76;;;m NGF;;;;;;;;;;;2;mm
34              ;Barrage du Salagou;28/10/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;29/10/76;;;m NGF;;;;;;;;;;;30,4;mm
34              ;Barrage du Salagou;30/10/76;;139,53;m NGF;105910000;m3;711,84;ha;;;;;;;0;mm
34              ;Barrage du Salagou;31/10/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;01/11/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;02/11/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;03/11/76;;;m NGF;;;;;;;;;;;15,5;mm
34              ;Barrage du Salagou;04/11/76;;139,32;m NGF;104440000;m3;705,96;ha;;;;;;;0;mm
34              ;Barrage du Salagou;05/11/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;06/11/76;;;m NGF;;;;;;;;;;;1,8;mm
34              ;Barrage du Salagou;07/11/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;08/11/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;09/11/76;;;m NGF;;;;;;;;;;;10,6;mm
34              ;Barrage du Salagou;10/11/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;11/11/76;;;m NGF;;;;;;;;;;;1,2;mm
34              ;Barrage du Salagou;12/11/76;;;m NGF;;;;;;;;;;;3,8;mm
34              ;Barrage du Salagou;13/11/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;14/11/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;15/11/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;16/11/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;17/11/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;18/11/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;19/11/76;;139,07;m NGF;102690000;m3;698,96;ha;;;;;;;0;mm
34              ;Barrage du Salagou;20/11/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;21/11/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;22/11/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;23/11/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;24/11/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;25/11/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;26/11/76;;139,07;m NGF;102690000;m3;698,96;ha;;;;;;;0;mm
34              ;Barrage du Salagou;27/11/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;28/11/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;29/11/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;30/11/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;01/12/76;;;m NGF;;;;;;;;;;;12,3;mm
34              ;Barrage du Salagou;02/12/76;;;m NGF;;;;;;;;;;;6;mm
34              ;Barrage du Salagou;03/12/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;04/12/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;05/12/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;06/12/76;;139,18;m NGF;103460000;m3;702,04;ha;;;;;;;0;mm
34              ;Barrage du Salagou;07/12/76;;;m NGF;;;;;;;;;;;1,1;mm
34              ;Barrage du Salagou;08/12/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;09/12/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;10/12/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;11/12/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;12/12/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;13/12/76;;139,14;m NGF;103180000;m3;700,92;ha;;;;;;;0;mm
34              ;Barrage du Salagou;14/12/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;15/12/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;16/12/76;;;m NGF;;;;;;;;;;;5;mm
34              ;Barrage du Salagou;17/12/76;;;m NGF;;;;;;;;;;;10;mm
34              ;Barrage du Salagou;18/12/76;;;m NGF;;;;;;;;;;;5,5;mm
34              ;Barrage du Salagou;19/12/76;;;m NGF;;;;;;;;;;;1,2;mm
34              ;Barrage du Salagou;20/12/76;;139,21;m NGF;103670000;m3;702,88;ha;;;;;;;0;mm
34              ;Barrage du Salagou;21/12/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;22/12/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;23/12/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;24/12/76;;;m NGF;;;;;;;;;;;2,3;mm
34              ;Barrage du Salagou;25/12/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;26/12/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;27/12/76;;138,98;m NGF;102062000;m3;696,44;ha;;;;;;;0;mm
34              ;Barrage du Salagou;28/12/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;29/12/76;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;30/12/76;;;m NGF;;;;;;;;;;;56;mm
34              ;Barrage du Salagou;31/12/76;;;m NGF;;;;;;;;;;;3,6;mm
34              ;Barrage du Salagou;01/01/77;;139,23;m NGF;103810000;m3;703,44;ha;;;;;;;2,3;mm
34              ;Barrage du Salagou;02/01/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;03/01/77;;139,35;m NGF;104650000;m3;706,8;ha;;;;;;;0;mm
34              ;Barrage du Salagou;04/01/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;05/01/77;;;m NGF;;;;;;;;;;;3,8;mm
34              ;Barrage du Salagou;06/01/77;;;m NGF;;;;;;;;;;;5,5;mm
34              ;Barrage du Salagou;07/01/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;08/01/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;09/01/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;10/01/77;;139,18;m NGF;103460000;m3;702,04;ha;;;;;;;0;mm
34              ;Barrage du Salagou;11/01/77;;;m NGF;;;;;;;;;;;3,1;mm
34              ;Barrage du Salagou;12/01/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;13/01/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;14/01/77;;;m NGF;;;;;;;;;;;0,6;mm
34              ;Barrage du Salagou;15/01/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;16/01/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;17/01/77;;138,97;m NGF;101993000;m3;696,16;ha;;;;;;;0;mm
34              ;Barrage du Salagou;18/01/77;;;m NGF;;;;;;;;;;;9;mm
34              ;Barrage du Salagou;19/01/77;;;m NGF;;;;;;;;;;;1,5;mm
34              ;Barrage du Salagou;20/01/77;;;m NGF;;;;;;;;;;;2;mm
34              ;Barrage du Salagou;21/01/77;;;m NGF;;;;;;;;;;;45;mm
34              ;Barrage du Salagou;22/01/77;;;m NGF;;;;;;;;;;;6,4;mm
34              ;Barrage du Salagou;23/01/77;;;m NGF;;;;;;;;;;;36,2;mm
34              ;Barrage du Salagou;24/01/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;25/01/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;26/01/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;27/01/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;28/01/77;;;m NGF;;;;;;;;;;;16,5;mm
34              ;Barrage du Salagou;29/01/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;30/01/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;31/01/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;01/02/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;02/02/77;;138,81;m NGF;100889000;m3;691,68;ha;;;;;;;0;mm
34              ;Barrage du Salagou;03/02/77;;;m NGF;;;;;;;;;;;3,5;mm
34              ;Barrage du Salagou;04/02/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;05/02/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;06/02/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;07/02/77;;138,88;m NGF;101372000;m3;693,64;ha;;;;;;;0;mm
34              ;Barrage du Salagou;08/02/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;09/02/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;10/02/77;;;m NGF;;;;;;;;;;;8,2;mm
34              ;Barrage du Salagou;11/02/77;;;m NGF;;;;;;;;;;;4,2;mm
34              ;Barrage du Salagou;12/02/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;13/02/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;14/02/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;15/02/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;16/02/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;17/02/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;18/02/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;19/02/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;20/02/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;21/02/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;22/02/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;23/02/77;;139,02;m NGF;102340000;m3;697,56;ha;;;;;;;4;mm
34              ;Barrage du Salagou;24/02/77;;;m NGF;;;;;;;;;;;13,1;mm
34              ;Barrage du Salagou;25/02/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;26/02/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;27/02/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;28/02/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;01/03/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;02/03/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;03/03/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;04/03/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;05/03/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;06/03/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;07/03/77;;139,18;m NGF;103460000;m3;702,04;ha;;;;;;;0;mm
34              ;Barrage du Salagou;08/03/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;09/03/77;;;m NGF;;;;;;;;;;;3,5;mm
34              ;Barrage du Salagou;10/03/77;;;m NGF;;;;;;;;;;;3;mm
34              ;Barrage du Salagou;11/03/77;;;m NGF;;;;;;;;;;;4,2;mm
34              ;Barrage du Salagou;12/03/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;13/03/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;14/03/77;;138,96;m NGF;101924000;m3;695,88;ha;;;;;;;0;mm
34              ;Barrage du Salagou;15/03/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;16/03/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;17/03/77;;;m NGF;;;;;;;;;;;2;mm
34              ;Barrage du Salagou;18/03/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;19/03/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;20/03/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;21/03/77;;138,98;m NGF;102062000;m3;696,44;ha;;;;;;;38,4;mm
34              ;Barrage du Salagou;22/03/77;;;m NGF;;;;;;;;;;;10;mm
34              ;Barrage du Salagou;23/03/77;;;m NGF;;;;;;;;;;;1,8;mm
34              ;Barrage du Salagou;24/03/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;25/03/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;26/03/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;27/03/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;28/03/77;;139,21;m NGF;103670000;m3;702,88;ha;;;;;;;0;mm
34              ;Barrage du Salagou;29/03/77;;139,21;m NGF;103670000;m3;702,88;ha;;;;;;;1,5;mm
34              ;Barrage du Salagou;30/03/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;31/03/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;01/04/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;02/04/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;03/04/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;04/04/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;05/04/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;06/04/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;07/04/77;;138,98;m NGF;102062000;m3;696,44;ha;;;;;;;0;mm
34              ;Barrage du Salagou;08/04/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;09/04/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;10/04/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;11/04/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;12/04/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;13/04/77;;138,98;m NGF;102062000;m3;696,44;ha;;;;;;;0;mm
34              ;Barrage du Salagou;14/04/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;15/04/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;16/04/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;17/04/77;;;m NGF;;;;;;;;;;;30,2;mm
34              ;Barrage du Salagou;18/04/77;;139,04;m NGF;102480000;m3;698,12;ha;;;;;;;0;mm
34              ;Barrage du Salagou;19/04/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;20/04/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;21/04/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;22/04/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;23/04/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;24/04/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;25/04/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;26/04/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;27/04/77;;139,06;m NGF;102620000;m3;698,68;ha;;;;;;;0;mm
34              ;Barrage du Salagou;28/04/77;;;m NGF;;;;;;;;;;;7,5;mm
34              ;Barrage du Salagou;29/04/77;;;m NGF;;;;;;;;;;;7,2;mm
34              ;Barrage du Salagou;30/04/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;01/05/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;02/05/77;;;m NGF;;;;;;;;;;;1,1;mm
34              ;Barrage du Salagou;03/05/77;;;m NGF;;;;;;;;;;;42,6;mm
34              ;Barrage du Salagou;04/05/77;;;m NGF;;;;;;;;;;;0,5;mm
34              ;Barrage du Salagou;05/05/77;;139,24;m NGF;103880000;m3;703,72;ha;;;;;;;2,5;mm
34              ;Barrage du Salagou;06/05/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;07/05/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;08/05/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;09/05/77;;139,06;m NGF;102620000;m3;698,68;ha;;;;;;;0;mm
34              ;Barrage du Salagou;10/05/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;11/05/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;12/05/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;13/05/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;14/05/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;15/05/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;16/05/77;;;m NGF;;;;;;;;;;;11,8;mm
34              ;Barrage du Salagou;17/05/77;;139,1;m NGF;102900000;m3;699,8;ha;;;;;;;12;mm
34              ;Barrage du Salagou;18/05/77;;;m NGF;;;;;;;;;;;13,5;mm
34              ;Barrage du Salagou;19/05/77;;;m NGF;;;;;;;;;;;13,6;mm
34              ;Barrage du Salagou;20/05/77;;;m NGF;;;;;;;;;;;27;mm
34              ;Barrage du Salagou;21/05/77;;;m NGF;;;;;;;;;;;1,2;mm
34              ;Barrage du Salagou;22/05/77;;;m NGF;;;;;;;;;;;4,4;mm
34              ;Barrage du Salagou;23/05/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;24/05/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;25/05/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;26/05/77;;139,26;m NGF;104020000;m3;704,28;ha;;;;;;;0;mm
34              ;Barrage du Salagou;27/05/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;28/05/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;29/05/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;30/05/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;31/05/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;01/06/77;;139,07;m NGF;102690000;m3;698,96;ha;;;;;;;7,3;mm
34              ;Barrage du Salagou;02/06/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;03/06/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;04/06/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;05/06/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;06/06/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;07/06/77;;139,08;m NGF;102760000;m3;699,24;ha;;;;;;;12;mm
34              ;Barrage du Salagou;08/06/77;;;m NGF;;;;;;;;;;;1,5;mm
34              ;Barrage du Salagou;09/06/77;;;m NGF;;;;;;;;;;;4,2;mm
34              ;Barrage du Salagou;10/06/77;;;m NGF;;;;;;;;;;;3,3;mm
34              ;Barrage du Salagou;11/06/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;12/06/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;13/06/77;;;m NGF;;;;;;;;;;;1,5;mm
34              ;Barrage du Salagou;14/06/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;15/06/77;;139,15;m NGF;103250000;m3;701,2;ha;;;;;;;0;mm
34              ;Barrage du Salagou;16/06/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;17/06/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;18/06/77;;;m NGF;;;;;;;;;;;1,5;mm
34              ;Barrage du Salagou;19/06/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;20/06/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;21/06/77;;139,15;m NGF;103250000;m3;701,2;ha;;;;;;;0;mm
34              ;Barrage du Salagou;22/06/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;23/06/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;24/06/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;25/06/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;26/06/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;27/06/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;28/06/77;;;m NGF;;;;;;;;;;;20;mm
34              ;Barrage du Salagou;29/06/77;;;m NGF;;;;;;;;;;;5,6;mm
34              ;Barrage du Salagou;30/06/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;01/07/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;02/07/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;03/07/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;04/07/77;;139,09;m NGF;102830000;m3;699,52;ha;;;;;;;0;mm
34              ;Barrage du Salagou;05/07/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;06/07/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;07/07/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;08/07/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;09/07/77;;;m NGF;;;;;;;;;;;0;mm
34              ;Barrage du Salagou;10/07/77;;;m NGF;;;;;;;;;;;0;mm
